StartDate,EndDate,Status,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,DistributionChannel,UserLanguage,Q1,Q2,Q3,Q34,Q6,Q12,Q13,Q14,Q16,Q39_1,Q39_2,Q39_3,Q39_4,Q33,Q37_1,Q37_2,Q37_3,Q37_4,Q37_5,Q37_6,Q37_7,Q37_8,Q37_9,Q37_10,Q37_11,Q37_12,Q37_13,Q37_14,Q37_15,Q37_16,Q37_17,Q37_18,Q37_18_TEXT,Q36_1,Q36_2,Q36_3,Q36_4,Q36_5,Q36_6,Q36_7,Q36_8,Q36_9,Q36_9_TEXT,Q25,Q35_1,Q35_2,Q35_3,Q35_4,Q35_5,Q35_6,Q35_7,Q35_8,Q35_9,Q35_10,Q35_11,Q35_12,Q35_13,Q35_13_TEXT,Q24_1,Q24_2,Q24_3,Q24_4,Q24_5,Q24_5_TEXT,Q27,Q28,Q28_5_TEXT,Q29,Q30,Q31,Q31_5_TEXT,Q44,Q25,Q26,Q38,Q33,Q35,Q34,Q34_5_TEXT,Q25 - Parent Topics,Q25 - Topics,Q_AmbiguousTextPresent,Q_AmbiguousTextQuestions,Q_StraightliningCount,Q_StraightliningPercentage,Q_StraightliningQuestions,Q_UnansweredPercentage,Q_UnansweredQuestions,Q25 - Topic Hierarchy Level 1
2023-05-15 13:01:59,2023-05-15 13:09:09,IP Address,91,430,False,2023-05-15 16:21:54,R_3eeRWbWHiab0yHr,anonymous,UK,Yes,Yes,Yes,Yes,Yes,Березень 2022,Бухарест,Probably yes,Bachelor or equivalent level,Intermediate,Fluent,Basic,,,Never,Sometimes,Sometimes,Sometimes,Sometimes,Never,Sometimes,Sometimes,Never,Sometimes,Most of the time,Most of the time,Never,Never,Sometimes,Sometimes,Sometimes,,,Sometimes,Most of the time,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,,,,Somehow trusted it,Somehow trusted it,Fully trusted it,Fully trusted it,Somehow trusted it,I did not trust it,I did not trust it,Somehow trusted it,Fully trusted it,Somehow trusted it,Fully trusted it,Somehow trusted it,,,4,2,3,1,5,,Not Applicable: I did not have a look at the information provided by organizations,Accurate,,,Yes,Transparent,,,Might or might not,,I found a part fo the necessary information for my migration journey,,,,,,,0,,0,0,,0.2,"QID34,QID41,QID56,QID58,QID38",
2023-05-15 01:38:56,2023-05-15 01:40:20,IP Address,9,83,False,2023-05-15 16:21:56,R_PSessa088VDeZDX,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0,,0,,
2023-05-15 01:34:02,2023-05-15 01:38:09,IP Address,51,246,False,2023-05-15 16:21:56,R_29uInOfZ4rrZQES,anonymous,UK,Yes,Yes,Yes,Yes,Yes,Грудень 2022,Бухарест,Definitely yes,Master or equivalent level,Fluent,Fluent,Basic,Basic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0,,0,,
2023-05-15 01:29:35,2023-05-15 01:29:50,Spam,9,15,False,2023-05-15 16:21:57,R_3shJMMXNBiouTGb,anonymous,UK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0,,0,,
2023-05-15 01:19:09,2023-05-15 01:23:04,IP Address,69,235,False,2023-05-15 16:22:04,R_3CQ7qGiIJBEA1FV,anonymous,UK,Yes,Yes,Yes,Yes,Yes,лютий 2023,бухарест,Definitely not,Master or equivalent level,Fluent,Fluent,Basic,Basic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Credible,,,Yes,,,,,,,,,,,,,0,,0,0,,0.125,"QID41,QID56",
2023-05-15 01:26:14,2023-05-15 01:26:21,IP Address,6,6,False,2023-05-15 16:22:06,R_z0ZAWFLre6ln96h,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0,,0,,
2023-05-15 01:15:26,2023-05-15 01:15:52,IP Address,9,26,False,2023-05-15 16:22:07,R_qXEn5FiosW6uoZH,anonymous,UK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0,,0,,
2023-05-15 01:14:32,2023-05-15 01:15:14,IP Address,26,41,False,2023-05-15 16:22:07,R_0fG26YqdEFq7J8l,anonymous,UK,Yes,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0,,0,,
2023-05-16 12:50:20,2023-05-16 12:57:46,IP Address,100,445,True,2023-05-16 12:57:48,R_2ZBRCC9p6T8xcWK,anonymous,UK,Yes,Yes,Yes,Yes,Yes,2.03.2022,Яси,Probably yes,Master or equivalent level,Fluent,,Basic,,,Sometimes,Sometimes,Most of the time,Most of the time,Sometimes,Most of the time,Most of the time,Sometimes,Sometimes,Most of the time,Most of the time,Never,Never,Never,Most of the time,Sometimes,Sometimes,Sometimes,,Sometimes,Sometimes,Never,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,,,Somehow trusted it,Somehow trusted it,Somehow trusted it,Somehow trusted it,Somehow trusted it,Somehow trusted it,Somehow trusted it,Somehow trusted it,Fully trusted it,,Fully trusted it,Fully trusted it,Somehow trusted it,,4,3,2,1,5,,Yes,Credible,,,Yes,Credible,,,Definitely yes,,I found all information necessary for my migration journey,,Пошук груп де вказані всі наявні організації з допомогою,Text,,,,0,,0,0,,0.15384615384615385,"QID34,QID38,QID41,QID56",
2023-05-16 12:49:07,2023-05-16 13:01:46,IP Address,100,758,True,2023-05-16 13:01:47,R_2WOL1j2ciJ3tYsW,anonymous,UK,Yes,Yes,Yes,Yes,Yes,9.03.22,Брашов,Definitely not,Master or equivalent level,Intermediate,Basic,,,,Most of the time,Sometimes,Never,Never,Never,Never,Sometimes,Sometimes,Most of the time,Never,Most of the time,Never,Most of the time,Sometimes,Most of the time,Never,Most of the time,Most of the time,,Most of the time,Sometimes,Never,Never,Never,Sometimes,Never,Sometimes,,,"Просто ехали из дома 6 суток . Не останавливались . Переехали границу устали остановились поняли что в безопасности . Так и остались .   ",Fully trusted it,Somehow trusted it,I did not trust it,Somehow trusted it,I did not trust it,Fully trusted it,Somehow trusted it,Somehow trusted it,I did not trust it,Somehow trusted it,Fully trusted it,Somehow trusted it,,,2,4,5,1,3,,Sometimes,Reliable,,,Yes,"Reliable,Accurate",,,Definitely yes,,I found little information,,"Страх ",Videos,,,Unknown,0,,0,0,,0.11538461538461539,"QID38,QID41,QID56",
2023-05-16 12:57:14,2023-05-16 13:04:59,IP Address,100,465,True,2023-05-16 13:05:00,R_YS5eu8RaTvUikmd,anonymous,UK,Yes,Yes,Yes,Yes,Yes,March of 2022,Scherpenzeel,Probably not,Secondary education,Fluent,Fluent,Basic,Basic,,Most of the time,Sometimes,Most of the time,Most of the time,Most of the time,Sometimes,Most of the time,Most of the time,Most of the time,Most of the time,Most of the time,Most of the time,Never,Most of the time,Most of the time,Sometimes,Most of the time,,,Most of the time,Sometimes,Never,Most of the time,Most of the time,Most of the time,Most of the time,Most of the time,,,Telegram Instagram Nederlanders,Fully trusted it,Fully trusted it,Fully trusted it,Fully trusted it,Somehow trusted it,Somehow trusted it,I did not trust it,Fully trusted it,Fully trusted it,I did not trust it,Fully trusted it,Somehow trusted it,,,4,2,3,1,5,,Yes,"Reliable,Credible,Accurate,Transparent",,Because all people did everything then to help me.,Yes,"Reliable,Credible,Transparent",,,Definitely yes,Telegram news on official Nederlands site,I found a part fo the necessary information for my migration journey,,Mental help and help with search about place for life,Text,,,Unknown,0,,0,0,,0.038461538461538464,QID56,
2023-05-16 13:39:25,2023-05-16 13:48:40,IP Address,100,554,True,2023-05-16 13:48:40,R_11d0rHzSw4w6iYQ,anonymous,UK,Yes,Yes,Yes,Yes,Yes,Лютий,Яш,Probably yes,Master or equivalent level,Fluent,Fluent,Intermediate,,,Sometimes,Sometimes,Sometimes,Never,Never,Sometimes,Never,Never,Never,Never,Most of the time,Most of the time,Sometimes,Sometimes,Never,Never,Never,,,Most of the time,Sometimes,Never,Never,Never,Never,Never,Never,,,,I did not trust it,I did not trust it,Somehow trusted it,Somehow trusted it,Somehow trusted it,I did not trust it,Somehow trusted it,Somehow trusted it,Somehow trusted it,I did not trust it,Somehow trusted it,Fully trusted it,,,3,4,2,1,5,,Sometimes,"Reliable,Credible,Accurate,Transparent",,,Sometimes,,,,Definitely yes,Community,I found a part fo the necessary information for my migration journey,,"Мова, вивчаю, але вона складна дуже.","Videos,Text",,,,0,,0,0,,0.11538461538461539,"QID34,QID41,QID56",
2023-05-16 13:37:07,2023-05-16 13:53:12,IP Address,100,964,True,2023-05-16 13:53:14,R_1jPn6hncJCQHPgv,anonymous,UK,Yes,Yes,Yes,Yes,Yes,03.03.2022,"Варшава ",Probably yes,Bachelor or equivalent level,Fluent,Fluent,Basic,Intermediate,,Most of the time,Most of the time,Never,Sometimes,Most of the time,Sometimes,Most of the time,Sometimes,Never,Most of the time,Most of the time,Never,Never,Never,Sometimes,Sometimes,Sometimes,Never,,Most of the time,Most of the time,Sometimes,Never,Sometimes,Sometimes,Never,Sometimes,Never,,"""Блискавка"" укр.телеграм-канал, місцеві групи вайбер і фб",I did not trust it,Somehow trusted it,I did not trust it,Somehow trusted it,I did not trust it,I did not trust it,Somehow trusted it,I did not trust it,Somehow trusted it,Fully trusted it,Fully trusted it,I did not trust it,I did not trust it,,4,1,3,2,5,,Yes,"Credible,Accurate",,"Все, що рекомендували - спрацювало, з недостовірною інформацією від гум.організацій не стикалася",Yes,"Credible,Accurate",,,Might or might not,,I found a part fo the necessary information for my migration journey,,"Людський фактор - не завжди люди, які працюють в організації насправді хочуть допомогти. Нажаль іноді навпаки","Videos,Text",,,Unknown,0,,0,0,,0.1111111111111111,"QID38,QID56,QID58",
2023-05-16 14:53:55,2023-05-16 15:48:40,IP Address,100,3285,True,2023-05-16 15:48:41,R_eRPkSZYHWrsg9ix,anonymous,UK,Yes,Yes,Yes,Yes,Yes,01/2023,oradea,Definitely yes,Master or equivalent level,Fluent,Fluent,Intermediate,Basic,,Most of the time,Sometimes,Most of the time,Most of the time,Sometimes,Most of the time,Most of the time,Sometimes,Never,Most of the time,Most of the time,Never,Never,Sometimes,Sometimes,Sometimes,Never,Never,,Sometimes,Never,Sometimes,Sometimes,Most of the time,Sometimes,Most of the time,Sometimes,Never,,"Facebook, Telegram: Українці в Румунії, Українці в Польщі",Fully trusted it,Somehow trusted it,Somehow trusted it,Fully trusted it,I did not trust it,Somehow trusted it,I did not trust it,Somehow trusted it,Somehow trusted it,Fully trusted it,Somehow trusted it,Somehow trusted it,,,4,3,2,1,5,,Yes,Credible,,,Sometimes,,,,Definitely yes,,I found a part fo the necessary information for my migration journey,,мовний бар'єр,"Infographics,Text",,,Unknown,0,,0,0,,0.18518518518518517,"QID41,QID56,QID58,QID43,QID38",
2023-05-16 23:41:48,2023-05-16 23:42:42,IP Address,9,54,False,2023-05-17 00:53:00,R_2ZOG9og0EyMLa5X,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0,,0,,
2023-05-16 22:32:27,2023-05-16 22:38:41,IP Address,91,374,False,2023-05-17 00:53:02,R_2t54OBKNMY14LmX,anonymous,UK,Yes,Yes,Yes,Yes,Yes,05.2022,Лодзь,Definitely not,Master or equivalent level,Fluent,Fluent,Basic,Basic,,Sometimes,Most of the time,Most of the time,Most of the time,Most of the time,Most of the time,Most of the time,Sometimes,Never,Most of the time,Most of the time,Most of the time,Never,Most of the time,Most of the time,Sometimes,Most of the time,,,Sometimes,Most of the time,Never,Most of the time,Sometimes,Never,Never,Sometimes,,,,Fully trusted it,Somehow trusted it,Fully trusted it,Fully trusted it,Somehow trusted it,Fully trusted it,I did not trust it,Fully trusted it,Fully trusted it,I did not trust it,Fully trusted it,Fully trusted it,,,2,1,3,4,5,,Yes,Accurate,,,,,,,Might or might not,,I found a part fo the necessary information for my migration journey,,,,,,,0,,0,0,,0.16666666666666666,"QID34,QID38,QID41,QID56",
2023-05-16 15:42:44,2023-05-16 15:44:12,IP Address,17,88,False,2023-05-17 00:53:04,R_2uVhfj3fwh149bd,anonymous,UK,Yes,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0,,0,,
2023-05-16 14:34:51,2023-05-16 14:38:23,IP Address,60,211,False,2023-05-17 00:53:05,R_tSNku2lIK0gv6bT,anonymous,UK,Yes,Yes,Yes,Yes,Yes,"25 березня ","Светі Влас ",Definitely not,Bachelor or equivalent level,Fluent,Fluent,Intermediate,Basic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sometimes,Transparent,,,,,,,,,,,,,,,,0,,0,0,,0.14285714285714285,"QID41,QID58",
2023-05-16 13:47:10,2023-05-16 13:49:34,IP Address,51,143,False,2023-05-17 00:53:06,R_2RP5sUVsw9DwP52,anonymous,UK,Yes,Yes,Yes,Yes,Yes,03.2022,"Бухарест ",Probably not,Master or equivalent level,Fluent,Fluent,Fluent,Basic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0,,0,,
2023-05-16 13:46:40,2023-05-16 13:51:36,IP Address,83,295,False,2023-05-17 00:53:09,R_2zvVo6OQyy4g442,anonymous,UK,Yes,Yes,Yes,Yes,Yes,Лютий 2022,"heeten ",Probably not,Secondary education,Fluent,Basic,Intermediate,Basic,,Sometimes,Most of the time,Sometimes,Most of the time,Never,Never,Never,Sometimes,Never,Never,Most of the time,Never,Sometimes,Sometimes,Never,Never,Most of the time,,,Sometimes,Never,Sometimes,Sometimes,Most of the time,Sometimes,Sometimes,Never,,,"Телеграм канали про українців за кордоном ",Fully trusted it,Fully trusted it,Fully trusted it,Fully trusted it,Fully trusted it,Fully trusted it,Fully trusted it,Somehow trusted it,Fully trusted it,Somehow trusted it,I did not trust it,Fully trusted it,,,4,3,2,1,5,,Yes,"Reliable,Credible,Accurate,Transparent",,,,,,,,,,,,,,,Unknown,0,,0,0,,0.13636363636363635,"QID41,QID56,QID58",
2023-05-16 13:12:29,2023-05-16 13:20:29,IP Address,74,479,False,2023-05-17 00:53:09,R_28MOL2GG7s5ZgAf,anonymous,UK,Yes,Yes,Yes,Yes,Yes,"лютий 2023 року ","констанца ",Probably yes,Master or equivalent level,Fluent,Fluent,Basic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fully trusted it,Fully trusted it,Fully trusted it,Fully trusted it,,,,Somehow trusted it,,,,Fully trusted it,,,3,4,2,1,5,Twitter і Instagram не користуюсь,Yes,"Reliable,Credible,Accurate",,,,,,,,,,,,,,,,0,,0,0,,0.1111111111111111,"QID41,QID56",
2023-05-16 12:43:05,2023-05-16 12:45:20,IP Address,51,135,False,2023-05-17 00:53:11,R_1dz3I7Os3rftC75,anonymous,EN,Yes,Yes,Yes,Yes,Yes,"March, 2022",bucharest,Definitely yes,Bachelor or equivalent level,Fluent,Fluent,Intermediate,Basic,"Deutsch ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,QID58,0,0,,0,,
2023-05-16 12:42:00,2023-05-16 12:45:41,IP Address,69,221,False,2023-05-17 00:53:12,R_31slReEnieCISi9,anonymous,UK,Yes,Yes,Yes,Yes,Yes,1 листопада 2022,Варшава,Definitely not,Master or equivalent level,Fluent,Fluent,Fluent,Basic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not Applicable: I did not have a look at the information provided by organizations,"Credible,Accurate",,"Instructions were clear, steps - detailed",,,,,,,,,,,,,,0,,0,0,,0.0625,QID56,
2023-05-16 13:07:56,2023-05-16 13:12:42,IP Address,51,286,False,2023-05-17 00:53:13,R_Oe9yEZi7CeIGhmV,anonymous,UK,Yes,Yes,Yes,Yes,No,10.02.2022,"Amsterdam ",Probably yes,Master or equivalent level,Intermediate,Fluent,Intermediate,Intermediate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0,,0,,
2023-05-16 12:37:30,2023-05-16 12:44:22,IP Address,74,412,False,2023-05-17 00:53:13,R_2ahRpfeNDK5wWKd,anonymous,UK,Yes,Yes,Yes,Yes,Yes,1 листопада,"бургас,болгарія",Definitely not,Master or equivalent level,Fluent,Fluent,Basic,Basic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fully trusted it,Fully trusted it,Somehow trusted it,I did not trust it,Somehow trusted it,I did not trust it,Somehow trusted it,Fully trusted it,Fully trusted it,Fully trusted it,Fully trusted it,I did not trust it,,,5,2,3,1,4,,Not Applicable: I did not have a look at the information provided by organizations,Credible,,,,,,,,,,,,,,,,0,,0,0,,0.1111111111111111,"QID41,QID56",
2023-05-16 12:36:37,2023-05-16 12:36:44,IP Address,9,7,False,2023-05-17 00:53:14,R_1r8IDwjFLH99N9p,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0,,0,,
2023-05-16 09:48:23,2023-05-16 09:55:36,IP Address,91,432,False,2023-05-17 00:53:18,R_3oSESM31rpu552K,anonymous,EN,Yes,Yes,Yes,Yes,Yes,07 2022,suceava,Definitely yes,Master or equivalent level,Fluent,Fluent,Basic,Basic,,Never,Never,Sometimes,Never,Never,Never,Sometimes,Sometimes,Never,Never,Most of the time,Sometimes,Sometimes,Sometimes,Sometimes,Never,Never,Never,,Never,Never,Never,Most of the time,Sometimes,Sometimes,Sometimes,Never,Never,,Telegram. FB,Fully trusted it,Fully trusted it,Fully trusted it,Fully trusted it,I did not trust it,I did not trust it,I did not trust it,Somehow trusted it,I did not trust it,Somehow trusted it,I did not trust it,Fully trusted it,I did not trust it,,4,3,2,1,5,,Not Applicable: I did not have a look at the information provided by organizations,Reliable,,,,,,Я не нуждаюсь в финансовой поддержке.,Might or might not,"Telegram  канал ",I found a part fo the necessary information for my migration journey,,,,,,Unknown,1,"QID34,QID56",0,0,,0.041666666666666664,QID41,
2023-05-17 02:10:23,2023-05-17 02:21:38,IP Address,100,675,True,2023-05-17 02:21:38,R_2eXyHeI9zTYUfw9,anonymous,EN,Yes,Yes,Yes,Yes,Yes,Марта 2022,"Zvolen ",Definitely not,Bachelor or equivalent level,Fluent,Fluent,Basic,Intermediate,,Sometimes,Most of the time,,Sometimes,,Never,Never,Sometimes,Never,Never,Most of the time,Never,,Never,,Sometimes,,,,Most of the time,Most of the time,Never,Sometimes,Most of the time,Sometimes,Sometimes,Never,Most of the time,"Viber ","Телеграмм, Ютуб ",,,,,,,,,,,Fully trusted it,,,,3,4,2,1,5,,No,Credible,,Я не знайома с другими беженцами из Украины,Yes,,,В Зволене нет такой организации,Definitely not,"Труха Харьков, Всевидящее око",I found little information,,"Недостаток информации в маленьких городках Словакии ",Text,,,Unknown,1,"QID34,QID41,QID56,QID60,QID38",0,0,,0.037037037037037035,QID58,
2023-05-17 03:01:08,2023-05-17 03:08:41,IP Address,100,452,True,2023-05-17 03:08:47,R_AzkXJWNzPeNO9up,anonymous,EN,Yes,Yes,Yes,Yes,Yes,April 2022,"Amsterdam ",Definitely yes,Bachelor or equivalent level,Fluent,Fluent,Fluent,Intermediate,,Sometimes,Sometimes,Sometimes,Most of the time,Sometimes,Most of the time,Most of the time,Most of the time,Sometimes,Most of the time,Sometimes,Never,Never,Most of the time,Most of the time,Never,Sometimes,,,Sometimes,Never,Sometimes,Most of the time,Most of the time,Never,Never,Sometimes,,,,Somehow trusted it,Somehow trusted it,Fully trusted it,Fully trusted it,Somehow trusted it,I did not trust it,I did not trust it,Somehow trusted it,Somehow trusted it,I did not trust it,I did not trust it,Fully trusted it,,,4,3,1,2,5,,Not Applicable: I did not have a look at the information provided by organizations,"Credible,Accurate",,,Yes,"Reliable,Credible,Accurate,Transparent",,,Might or might not,,I found a part fo the necessary information for my migration journey,,"Regulations were not fully official in the Netherlands ",Videos,,,,0,,0,0,,0.15384615384615385,"QID34,QID38,QID41,QID56",
2023-05-17 03:03:11,2023-05-17 03:14:28,IP Address,100,676,True,2023-05-17 03:14:29,R_1QucaAEpUXYLTY4,anonymous,UK,Yes,Yes,Yes,Yes,Yes,липень 2022,брашов,Definitely not,Master or equivalent level,Intermediate,Fluent,Basic,Basic,,Sometimes,Most of the time,Most of the time,Most of the time,Sometimes,Sometimes,Sometimes,Most of the time,Never,Sometimes,Most of the time,Most of the time,Most of the time,Sometimes,Sometimes,Most of the time,Never,,,Most of the time,Most of the time,Never,Never,Never,Most of the time,Never,Never,,,телеграмм,I did not trust it,I did not trust it,Somehow trusted it,Somehow trusted it,I did not trust it,I did not trust it,I did not trust it,I did not trust it,Somehow trusted it,I did not trust it,Fully trusted it,Somehow trusted it,,,4,3,2,1,5,,Not Applicable: I did not have a look at the information provided by organizations,Transparent,,,Yes,,,не на часі було,Definitely yes,брашов для українців,I found a part fo the necessary information for my migration journey,,мовні трудеощі,"Infographics,Text",,,Unknown,0,,0,0,,0.07407407407407407,"QID41,QID58",
2023-05-17 03:05:27,2023-05-17 03:15:29,IP Address,100,602,True,2023-05-17 03:15:30,R_2y2zEsTRaCCPTvE,anonymous,UK,Yes,Yes,Yes,Yes,Yes,april 2022,Brasov,Probably not,Master or equivalent level,Fluent,Fluent,Fluent,Basic,,Most of the time,Never,Sometimes,Sometimes,Most of the time,Never,Sometimes,Never,Sometimes,Sometimes,Most of the time,Never,Most of the time,Never,Never,Sometimes,Most of the time,,,Never,Never,Never,Most of the time,Never,Most of the time,Sometimes,Never,,,Brasov for Ukraine in telegram,Fully trusted it,Fully trusted it,Fully trusted it,Fully trusted it,I did not trust it,I did not trust it,I did not trust it,Somehow trusted it,I did not trust it,I did not trust it,Fully trusted it,Somehow trusted it,,,4,2,3,1,5,,Sometimes,Credible,,,,,,"Because Red Cross was opening humanitarian centers only in Russia, no headquaters in Ukraine during the war",Might or might not,"Telegram, official sites of local government",I found a part fo the necessary information for my migration journey,,i had no problems since a lot of people in Romania speaks engish,Text,,,Unknown,0,,0,0,,0.038461538461538464,QID41,
2023-05-17 04:42:06,2023-05-17 04:53:01,IP Address,100,654,True,2023-05-17 04:53:02,R_1lnGYi5SkTQFDlU,anonymous,UK,Yes,Yes,Yes,Yes,Yes,May 2022,Navodari,Definitely not,Master or equivalent level,Intermediate,Intermediate,Intermediate,,,Never,Never,Sometimes,Never,Never,Never,Never,Never,Never,Sometimes,Never,Sometimes,Never,Never,Never,Sometimes,Never,Never,,Never,Sometimes,Never,Never,Sometimes,Sometimes,Never,Never,Never,,Facebook,Somehow trusted it,I did not trust it,Somehow trusted it,Somehow trusted it,I did not trust it,I did not trust it,I did not trust it,Somehow trusted it,I did not trust it,I did not trust it,Somehow trusted it,I did not trust it,I did not trust it,,3,2,1,4,5,,Not Applicable: I did not have a look at the information provided by organizations,Credible,,,,,,,Definitely not,Facebook,I found all information necessary for my migration journey,,No any,Text,,,Unknown,0,,0,0,,0.07692307692307693,"QID41,QID56",
2023-05-17 05:27:15,2023-05-17 05:34:27,IP Address,100,431,True,2023-05-17 05:34:28,R_6VuOmQATEbCcqZP,anonymous,EN,Yes,Yes,Yes,Yes,Yes,"March, 4th 2022","Brasov, Romania",Definitely yes,Bachelor or equivalent level,Fluent,Fluent,Fluent,,,Never,Never,Sometimes,Most of the time,Most of the time,Most of the time,Most of the time,Most of the time,Never,Sometimes,Never,Never,Never,Never,Never,Never,Most of the time,,,Never,Most of the time,Never,Most of the time,Never,Most of the time,Never,Never,,,Local migration center and their official TF channel,Fully trusted it,Fully trusted it,Fully trusted it,Fully trusted it,,,,,,,Fully trusted it,,,,3,2,4,1,5,,Not Applicable: I did not have a look at the information provided by organizations,"Reliable,Credible,Accurate,Transparent",,"Well, all the info got here from the local authorities was crystal clear almost 100% of the time, so...",,,,Never intended to search for help from the Red Cross,Definitely not,,I found a part fo the necessary information for my migration journey,,"Nah, I don't believe there were any communicatuion related challenges here in Brasov","Videos,Text",,,Unknown,0,,0,0,,0.038461538461538464,QID38,
2023-05-17 09:21:45,2023-05-17 09:29:50,IP Address,100,485,True,2023-05-17 09:29:52,R_3R7JX6DLofswTcE,anonymous,UK,Yes,Yes,Yes,Yes,Yes,24.02.2022,"Brasov, Romania",Probably yes,Master or equivalent level,Fluent,Fluent,Intermediate,Basic,,Most of the time,Most of the time,Most of the time,Sometimes,Never,Most of the time,Most of the time,Sometimes,Never,Sometimes,Most of the time,Sometimes,Sometimes,Never,Never,Never,Never,,,Most of the time,Most of the time,Sometimes,Never,Sometimes,Sometimes,Never,Never,,,"В перші дні дуже допомогли групи на фейсбуці, де місцеві пропонували допомогу та можна було зорієнтуватися",Somehow trusted it,Somehow trusted it,Fully trusted it,Somehow trusted it,I did not trust it,Somehow trusted it,Somehow trusted it,Somehow trusted it,Somehow trusted it,Somehow trusted it,Fully trusted it,Somehow trusted it,,,4,3,2,1,5,,Yes,Transparent,,,,,,,Definitely yes,Залежить від теми,I found a part fo the necessary information for my migration journey,,Не можу пригадати,"Videos,Text",,,Unknown,0,,0,0,,0.1111111111111111,"QID41,QID56,QID58",
2023-05-18 01:32:43,2023-05-18 01:40:43,IP Address,100,479,True,2023-05-18 01:40:43,R_1GV6s7fKNuGTodk,anonymous,UK,Yes,Yes,Yes,Yes,Yes,Mar 2022,burgas,Probably yes,Master or equivalent level,Fluent,Fluent,Fluent,Basic,,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Most of the time,Sometimes,Most of the time,Most of the time,Sometimes,Most of the time,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,,,Never,Never,Sometimes,Sometimes,Most of the time,Most of the time,Sometimes,Sometimes,,,Українці в Болгарії,Somehow trusted it,Somehow trusted it,Fully trusted it,Fully trusted it,Somehow trusted it,Somehow trusted it,Somehow trusted it,Somehow trusted it,Fully trusted it,Somehow trusted it,Somehow trusted it,Fully trusted it,,,4,3,2,1,5,,Yes,"Reliable,Credible,Accurate,Transparent",,"Мені було відомо куди їхати і до кого звертатися по допомогу ",Yes,"Reliable,Credible,Accurate,Transparent",,,Might or might not,Українці в Болгарії,I found all information necessary for my migration journey,,"Важко визначити ","Infographics,Text",,,Unknown,0,,0,0,,0.038461538461538464,QID56,
